Household Pulse Survey,,,,,,
Data Dictionary for CSV - Phase 4.2 Cycle 09,,,,,,
,,,,,,
,,,,,,
Instrument Q #,Variable,Description,,Question Wording,Range,Phases / Notes
HSE2,LIVQTRRV,Description,Building Type,"Which best describes this building? Include all apartments, flats, etc., even if vacant. Select only one answer.",1:7,"1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) A mobile home 
2) A one-family house detached from any other house 
3) A one-family house attached to one or more houses 
4) A building with 2 apartments 
5) A building with 3 or 4 apartments 
6) A building with 5 or more apartments 
7) Boat, RV, van, etc.
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
HSENEW2,RENTCHNG,Description,Changes to  Rent Amount,"Has your monthly rent changed during the last 12 months? If so, by how much?",1:6,"3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) My rent did not change.
2) My rent decreased. 
3) My rent increased by <$100. 
4) My rent increased by $100-$249.  
5) My rent increased by $250-$500. 
6) My rent increased by more than $500
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TENURE = 3,,,
,,Internal Notes,,,,
HSE3,RENTCUR,Description,Caught up on rent,Is this household currently caught up on rent payments? Select only one answer.,1:2,"3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TENURE = 3,,,
,,Internal Notes,,,,
HSE4,MORTCUR,Description,Caught up on mortgage,Is this household currently caught up on mortgage payments? Select only one answer.,1:2,"3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TENURE = 2,,,
,,Internal Notes,,,,
HSE6,TMNTHSBHND,Description,Months behind in rent or mortgage,How many months behind is this household in paying your rent or mortgage? Enter number of months,1:8,"2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,(0-8) number of months (whole number),,,
,,Universe,If RENTCUR = 2 or MORTCUR = 2,,,
,,Internal Notes,,,,
HSE7rev,MOVEWHY1,Description,Pressure to move,"Thinking of all the places you’ve lived during the last six months, did you ever feel pressure to move due to any of the following reasons? Select all that apply.","<blank>,1","3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Because the landlord raised the rent
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TENURE =3,,,
,,Internal Notes,,,,
HSE7rev,MOVEWHY2,Description,Pressure to move,"Thinking of all the places you’ve lived during the last six months, did you ever feel pressure to move due to any of the following reasons? Select all that apply.","<blank>,1","3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Because you missed a rent payment and you thought you would be evicted
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TENURE =3,,,
,,Internal Notes,,,,
HSE7rev,MOVEWHY3,Description,Pressure to move,"Thinking of all the places you’ve lived during the last six months, did you ever feel pressure to move due to any of the following reasons? Select all that apply.","<blank>,1","3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Because the landlord did not make repairs
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TENURE =3,,,
,,Internal Notes,,,,
HSE7rev,MOVEWHY4,Description,Pressure to move,"Thinking of all the places you’ve lived during the last six months, did you ever feel pressure to move due to any of the following reasons? Select all that apply.","<blank>,1","3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Because you were threatened with eviction or told to leave by your landlord
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TENURE =3,,,
,,Internal Notes,,,,
HSE7rev,MOVEWHY5,Description,Pressure to move,"Thinking of all the places you’ve lived during the last six months, did you ever feel pressure to move due to any of the following reasons? Select all that apply.","<blank>,1","3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Because your landlord changed the locks, removed your belongings, or shut off your utilities
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TENURE =3,,,
,,Internal Notes,,,,
HSE7rev,MOVEWHY6,Description,Pressure to move,"Thinking of all the places you’ve lived during the last six months, did you ever feel pressure to move due to any of the following reasons? Select all that apply.","<blank>,1","3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Because the neighborhood was dangerous
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TENURE =3,,,
,,Internal Notes,,,,
HSE7rev,MOVEWHY7,Description,Pressure to move,"Thinking of all the places you’ve lived during the last six months, did you ever feel pressure to move due to any of the following reasons? Select all that apply.","<blank>,1","3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Some other pressure   
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TENURE =3,,,
,,Internal Notes,,,,
HSE7rev,MOVEWHY8,Description,Pressure to move,"Thinking of all the places you’ve lived during the last six months, did you ever feel pressure to move due to any of the following reasons? Select all that apply.","<blank>,1","3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Did not feel pressure to move
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TENURE =3,,,
,,Internal Notes,,,,
HSE7B,MOVED,Description,Moved as a result of pressure,"During the last six months, did you actually move from any place you were living as a result of this pressure?",1:2,"3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If MOVE1 = 1 OR MOVE2 = 1 OR MOVE3 = 1 OR MOVE4 = 1 OR MOVE5 = 1 OR MOVE6 = 1 OR MOVE7 = 1,,,
,,Internal Notes,,,,
HSE8,EVICT,Description,Eviction in next two months,How likely is it that your household will have to leave this home or apartment within the next two months because of eviction? Select only one answer.,1:4,"3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Very likely
2) Somewhat likely
3) Not very likely
4) Not likely at all
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If RENTCUR = 2,,,
,,Internal Notes,,,,
HSE9,FORECLOSE,Description,Forclose in next two months,How likely is it that your household will have to leave this home within the next two months because of foreclosure? Select only one answer.,1:4,"3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Very likely
2) Somewhat likely
3) Not very likely
4) Not at all likely
-99) Question seen but category not selected
-88) Missing / Did not report",,,"Phase 4.1, 4.2 Update: Spelling updated from FORCLOSE to FORECLOSE"
,,Universe,If MORTCUR = 2,,,
,,Internal Notes,,,,
HSE10,ENERGY,Description,Trouble paying energy bill,"In the last 12 months, how many months did your household reduce or forego expenses for basic household necessities, such as medicine or food, in order to pay an energy bill?",1:4,"3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Almost every month
2) Some months
3) 1 or 2 months
4) Never
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
HSE11,HSE_TEMP,Description,Kept household at unsafe temp because of cost,"In the last 12 months, how many months did your household keep your home at a temperature that you felt was unsafe or unhealthy?",1:4,"3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Almost every month
2) Some months
3) 1 or 2 months
4) Never
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
HSE12,ENRGY_BILL,Description,Unable to pay full energy bill,"In the last 12 months, how many times was your household unable to pay an energy bill or unable to pay the full bill amount?",1:4,"3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Almost every month
2) Some months
3) 1 or 2 months
4) Never
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT1,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1) Walk
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT2,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1) Bike or e-scooter
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT3,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1)  Motorcycle or moped
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT4,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1)  Your own personal vehicle (e.g., car, truck, SUV)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT5,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1)  A personal vehicle borrowed from a friend, family member, neighbor, coworker, or acquaintance (including carpooling)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT6,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1) Rental car or carsharing service (e.g., Zipcar)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT7,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1) Taxi service or rideshare (e.g., Uber, Lyft)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT8,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1)  Bus
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT9,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1) Rail transit (subway, light rail, streetcar, commuter rail)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT10,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1) Ferryboat
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT11,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1) Paratransit (that is, specialized, door-to-door transport service for people with disabilities)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS1 ,TRANSPORT12,Description,Available transportation options,Which of the following transportation options do you have access to: (Check all that apply),"<blank>,1",4.2
,,Values,"1)  Other methods, please specify
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS2 ,ACCESS_TRANSP,Description,Sufficiency of access to transportation,Which one of the following statements best describes your access to transportation in the past 30 days,1:5,4.2
,,Values,"1) Enough transportation to meet your needs
2) Enough transportation, but not always the kinds you want to use
3) Sometimes not enough transportation to meet your needs 
4) Often not enough transportation to meet your needs
5) Always not enough transportation to meet your needs 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
TRANS3,NEEDS_TRANSP1,Description,Reason for unmet transportation needs,"If you do not have enough transportation to meet your needs, which of the following reasons explain why (select all that apply):","<blank>, 1",4.2
,,Values,"1) My transportation options are not available when I need them
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"If ACCESS_TRANSP in (3,4,5)",,,
,,Internal Notes,,,,
TRANS3,NEEDS_TRANSP2,Description,Reason for unmet transportation needs,"If you do not have enough transportation to meet your needs, which of the following reasons explain why (select all that apply):","<blank>, 1",4.2
,,Values,"1) My transportation options require more travel time than I have available 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"If ACCESS_TRANSP in (3,4,5)",,,
,,Internal Notes,,,,
TRANS3,NEEDS_TRANSP3,Description,Reason for unmet transportation needs,"If you do not have enough transportation to meet your needs, which of the following reasons explain why (select all that apply):","<blank>, 1",4.2
,,Values,"1) My transportation options are unpredictable (travel time, availability)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"If ACCESS_TRANSP in (3,4,5)",,,
,,Internal Notes,,,,
TRANS3,NEEDS_TRANSP4,Description,Reason for unmet transportation needs,"If you do not have enough transportation to meet your needs, which of the following reasons explain why (select all that apply):","<blank>, 1",4.2
,,Values,"1) My transportation options cost more than I can afford
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"If ACCESS_TRANSP in (3,4,5)",,,
,,Internal Notes,,,,
TRANS3,NEEDS_TRANSP5,Description,Reason for unmet transportation needs,"If you do not have enough transportation to meet your needs, which of the following reasons explain why (select all that apply):","<blank>, 1",4.2
,,Values,"1) My transportation options feel unsafe
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"If ACCESS_TRANSP in (3,4,5)",,,
,,Internal Notes,,,,
TRANS3,NEEDS_TRANSP6,Description,Reason for unmet transportation needs,"If you do not have enough transportation to meet your needs, which of the following reasons explain why (select all that apply):","<blank>, 1",4.2
,,Values,"1) I have a disability that limits my travel options or makes travel challenging
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"If ACCESS_TRANSP in (3,4,5)",,,
,,Internal Notes,,,,
TRANS3,NEEDS_TRANSP7,Description,Reason for unmet transportation needs,"If you do not have enough transportation to meet your needs, which of the following reasons explain why (select all that apply):","<blank>, 1",4.2
,,Values,"1) None of the above
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"If ACCESS_TRANSP in (3,4,5)",,,
,,Internal Notes,,,,
GAS1,GAS1,Description,Cost of gas,Has the cost of gas in the last 7 days caused you to:  Select all that apply.,"<blank>,1","3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Choose not to take a trip (i.e. chose not to visit a friend/restaurant/park etc., change a task from in-person to online to reduce gas use)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
GAS1,GAS2,Description,Cost of gas,Has the cost of gas in the last 7 days caused you to:  Select all that apply.,"<blank>,1","3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Combine trips
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
GAS1,GAS3,Description,Cost of gas,Has the cost of gas in the last 7 days caused you to:  Select all that apply.,"<blank>,1","3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Take alternative modes of transportation (i.e. transit, ridesharing, bike, etc.)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
GAS1,GAS4,Description,Cost of gas,Has the cost of gas in the last 7 days caused you to:  Select all that apply.,"<blank>,1","3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) None of these, the cost of gas has not affected my driving behavior
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
VAC1,RECVDVACC,Description,Received COVID - 19 vaccine,Have you received a COVID-19 vaccine?,1:2,"3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
VAC2,RVACCDATE,Description,Most recent COVID-19 vaccine,What was the date of your most recent COVID-19 vaccine?,1:3,"4.0, 4.1, 4.2"
,,Values,"1) During or after September, 2023  
2) Before September, 2023 but during or after September, 2022 
3) Before September, 2022
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,RECVDVACC=1,,,
,,Internal Notes,,,,
VAC8_B,HADCOVIDRV,Description,Tested positive or  told by Doctor or provider told you that you have COVID,"Have you ever tested (using a rapid point-of-care test, self-test, or laboratory test) positive for COVID-19 or been told by a doctor or other health care provider that you have or had COVID-19?",1:2,"3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
VAC8_C,WHENCOVIDRV1,Description,When did you test  positive or were told you had COVID,When did you test positive or were told you have or had  COVID-19?,"<blank>,1","3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Within the last four weeks 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,HADCOVIDRV =1,,,
,,Internal Notes,,,,
VAC8_C,WHENCOVIDRV2,Description,When did you test  positive or were told you had COVID,When did you test positive or were told you have or had  COVID-19?,"<blank>,1","3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) More than four weeks ago, but within the last year
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,HADCOVIDRV =1,,,
,,Internal Notes,,,,
VAC8_C,WHENCOVIDRV3,Description,When did you test  positive or were told you had COVID,When did you test positive or were told you have or had  COVID-19?,"<blank>,1","3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) More than a year ago
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,HADCOVIDRV =1,,,
,,Internal Notes,,,,
PASC1,SYMPTOMS,Description,Coronavirus syptoms at their worst,How would you describe your coronavirus symptoms when they were at their worst? ,1:4,"3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) I had no symptoms
2) I had mild symptoms
3) I had moderate symptoms
4) I had severe symptoms
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,HADCOVIDRV = 1,,,
,,Internal Notes,,,,
PASC2,LONGCOVID,Description,COVID-19 or coronavirus symptoms lasting 3 months or longer,"Did you have any symptoms lasting 3 months or longer that you did not have prior to having coronavirus or COVID-19? Long term symptoms may include: tiredness or fatigue, difficulty thinking, or concentrating, forgetfulness, or memory problems (sometimes referred to as ""brain fog""), difficulty breathing or shortness of breath, joint or muscle pain, fast-beating or pounding heart (also known as heart palpitations), chest pain, dizziness on standing, changes to your menstrual cycle, changes to taste/smell, or inability to exercise.",1:4,"3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes, my symptoms lasted between 3 and 6 months 
2) Yes, my symptoms lasted 6 months to a year 
3) Yes, my symptoms lasted more than a year
4) No   
-99) Question seen but category not selected
-88) Missing / Did not report",,,"Phase 4.1, 4.2 Update: Additional response options added. "
,,Universe,"HADCOVIDRV = 1 and,
WHENCOVIDRV2 = 1 or WHENCOVIDRV3 = 1",,,
,,Internal Notes,,,,
PASC3,SYMPTMNOW,Description,Currently have COVID-19 or coronavirus symptoms,Do you have symptoms now?,1:2,"3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"SYMPTOMS in (2,3,4) OR LONGCOVID in (1,2,3)",,,
,,Internal Notes,,,,
PASC4,SYMPTMIMPCT,Description,Long-term COVID-19 symptoms and day-to-day activities,Do these long-term symptoms reduce your ability to carry out day-to-day activities compared with the time before you had COVID-19?,1:3,"3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes, a lot
2) Yes, a little 
3) Not at all   
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"LONGCOVID in (1,2,3) AND SYMPTMNOW = 1",,,
,,Internal Notes,,,,
VAC3_new,RSVVACC,Description,Received RSV Vaccine,There is a vaccine that was recently recommended for some people that helps prevent the respiratory virus called RSV. Have you received the RSV vaccine?,"1,2","4.0, 4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=1964,,,
,,Internal Notes,,,,
ART1,LIVENTERTAINMENT,Description,Attend live entertainment in person,"During the last month, did you attend any live music, dance, or theater performances in person?","1,2","4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
ART2,ARTEXHIBIT,Description,Attend art exhibit,"During the last month, did you go in person to an art exhibit, such as paintings, sculpture, textiles, graphic design, or photography?","1,2","4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
ART3,MOVIES,Description,Go to the movies,"During the last month, did you go to the movies?","1,2","4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
ART4,CREATEART,Description,"Create, practice, or perform your own art","During the last month, did you create, practice, or perform art of your own? This may have included music, dance, or theater; creative writing; crafts or visual arts; digital art; or film or photography done for artistic purposes.","1,2","4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
ART5,PARTINARTS,Description,Take part in neighborhood or community arts and cultural activities,"Please indicate whether you you strongly agree, agree, disagree, or strongly disagree with the next statement: “There are plenty of opportunities for me to take part in arts and cultural activities in my neighborhood or community”",1:4,"4.1, 4.2"
,,Values,"1) Strongly agree 
2) Agree  
3) Disagree 
4) Strongly Disagree
-99) Question seen but category not selected
-88) Missing / Did not report ",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
HLTH8,HLTHINS1,Description,Health Insurance Coverage- Insurance through a current or former employer or union (through yourself or another family member),"Are you currently covered by any of the following types of health insurance or health coverage plans? Mark Yes or No for each. 
- Insurance through a current or former employer or union (through yourself or another family member)","<blank>,1,2","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Category marked- Insurance through a current or former employer or union (through yourself or another family member) 
2) Category marked 'No'
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
HLTH8,HLTHINS2,Description,"Health Insurance Coverage- Insurance purchased directly from an insurance company, including marketplace coverage (through yourself or another family member)","Are you currently covered by any of the following types of health insurance or health coverage plans? Mark Yes or No for each. 
- Insurance purchased directly from an insurance company, including marketplace coverage (through yourself or another family member)","<blank>,1,2","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Category marked-Insurance purchased directly from an insurance company, including marketplace coverage (through yourself or another family member) 
2) Category marked 'No'
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
HLTH8,HLTHINS3,Description,"Health Insurance Coverage- Medicare, for people 65 and older, or people with certain disabilities","Are you currently covered by any of the following types of health insurance or health coverage plans? Mark Yes or No for each. 
- Medicare, for people 65 and older, or people with certain disabilities","<blank>,1,2","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Category marked-Medicare, for people 65 and older, or people with certain disabilities 
2) Category marked 'No'
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
HLTH8,HLTHINS4,Description,"Health Insurance Coverage- Medicaid, Medical Assistance, or any kind of government-assistance plan for those with low incomes or a disability","Are you currently covered by any of the following types of health insurance or health coverage plans? Mark Yes or No for each. 
- Medicaid, Medical Assistance, or any kind of government-assistance plan for those with low incomes or a disability","<blank>,1,2","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Category marked-Medicaid, Medical Assistance, or any kind of government-assistance plan for those with low incomes or a disability
2) Category marked 'No'
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
HLTH8,HLTHINS5,Description,Health Insurance Coverage- TRICARE or other military health care,"Are you currently covered by any of the following types of health insurance or health coverage plans? Mark Yes or No for each. 
- TRICARE or other military health care","<blank>,1,2","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Category marked-TRICARE or other military health care 
2) Category marked 'No'
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
HLTH8,HLTHINS6,Description,Health Insurance Coverage- VA (including those who have ever used or enrolled for VA health care),"Are you currently covered by any of the following types of health insurance or health coverage plans? Mark Yes or No for each. 
- VA (including those who have ever used or enrolled for VA health care)","<blank>,1,2","3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Category marked-VA (including those who have ever used or enrolled for VA health care) 
2) Category marked 'No'
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
HLTH8,HLTHINS7,Description,Health Insurance Coverage- Indian Health Service,"Are you currently covered by any of the following types of health insurance or health coverage plans? Mark Yes or No for each. 
- Indian Health Service","<blank>,1,2","3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Category marked-Indian Health Service 
2) Category marked 'No'
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
